SKU,ID fila,ID Orden,Fecha Orden,Prioridad,Cantidad,Precio,Descuento,Tipo de Env¡o,Ganancia,Precio por Unidad,Costo de Env¡o,Nombre del Cliente,ID Provincia,Segmento del Cliente,Fecha de env¡o,,,,
58,853,6116,20/03/2009,Medio,6," $1,603.47 ",0.04,Aereo Regular,-1759.58,1637.53,24.49,Barry Weirich,12,Corporativo,22/03/2009,,,,
510,852,6116,20/03/2009,Medio,7, $21.54 ,0.01,Aereo Regular,-72.23,19.98,4,Barry Weirich,4,Corporativo,20/03/2009,,,,
246,1539,11077,20/03/2009,Bajo,30, $154.00 ,0.06,Terrestre,-229.68,160.98,35.02,Charles Crestani,11,Consumidor,24/03/2009,,,,
403,361,2530,20/03/2009,Medio,9, $2.61 ,0.06,Aereo Regular,4.58,2.61,0.5,Rob Haberlin,3,Corporativo,22/03/2009,,,,
1040,5359,38084,20/03/2009,No Especificado,11, $9.12 ,0.02,Aereo Regular,18.41,9.11,2.15,Victoria Wilson,1,Oficina en Hogar,22/03/2009,,,,
781,5360,38084,20/03/2009,No Especificado,33, $12.27 ,0.06,Aereo Regular,65.63,12.64,4.98,Victoria Wilson,1,Oficina en Hogar,22/03/2009,,,,
1131,1933,13825,21/03/2009,Alto,30, $6.23 ,0.09,Aereo Regular,-88.6,6.48,6.35,Christopher Conant,5,Oficina en Hogar,22/03/2009,,,,
1159,4190,29766,21/03/2009,Medio,13," $6,850.85 ",0,Aereo Regular,27220.69,6783.02,24.49,Emily Phan,7,Consumidor,22/03/2009,,,,
1064,4191,29766,21/03/2009,Medio,40, $165.92 ,0.08,Aereo Regular,1623.699,205.99,8.99,Emily Phan,7,Consumidor,21/03/2009,,,,
464,3710,26470,21/03/2009,Alto,41, $441.02 ,0.03,Aereo Regular,8822.2775,420.98,19.99,Harold Ryan,1,Oficina en Hogar,22/03/2009,,,,
380,5010,35744,21/03/2009,No Especificado,44, $58.81 ,0.02,Aereo Regular,401.85,55.94,6.55,Tonja Turnell,5,Consumidor,23/03/2009,,,,
28,1047,7719,21/03/2009,Bajo,37, $14.12 ,0.02,Aereo Regular,34.52,13.48,4.51,Tony Sayre,5,Oficina en Hogar,23/03/2009,,,,
202,1127,8257,22/03/2009,Bajo,5," $1,497.22 ",0.05,Terrestre,-2561.3235,1500.97,29.7,David Philippe,4,Consumidor,22/03/2009,,,,
791,1128,8257,22/03/2009,Bajo,18, $48.96 ,0.02,Aereo Regular,373.67,48.04,5.09,David Philippe,4,Consumidor,26/03/2009,,,,
792,1129,8257,22/03/2009,Bajo,5, $4.55 ,0.03,Aereo Regular,-6.2,4.28,1.6,David Philippe,4,Consumidor,29/03/2009,,,,
128,7795,55776,22/03/2009,No Especificado,32, $151.75 ,0.01,Terrestre,1096.64,145.45,17.85,Dean Braden,1,Corporativo,23/03/2009,,,,
525,6862,48900,22/03/2009,No Especificado,27, $12.50 ,0.03,Aereo Regular,15.61,12.28,6.35,Jack O'Briant,6,PYME,24/03/2009,,,,
564,6863,48900,22/03/2009,No Especificado,42, $15.15 ,0.08,Aereo Regular,-99.26,15.14,4.53,Jack O'Briant,6,PYME,23/03/2009,,,,
665,5551,39301,22/03/2009,Medio,16, $139.54 ,0.1,Aereo Express,-521.09,152.48,4,Kelly Williams,3,Corporativo,23/03/2009,,,,
279,5550,39301,22/03/2009,Medio,4, $8.39 ,0.08,Aereo Regular,-29.49,6.84,8.37,Kelly Williams,5,Corporativo,24/03/2009,,,,
65,989,7136,22/03/2009,Alto,17, $37.82 ,0.07,Aereo Regular,88.72,39.48,1.99,Lena Cacioppo,3,Oficina en Hogar,24/03/2009,,,,
386,990,7136,22/03/2009,Alto,9, $5.25 ,0,Aereo Regular,17.05,4.91,0.5,Lena Cacioppo,3,Oficina en Hogar,24/03/2009,,,,
584,1840,13252,22/03/2009,No Especificado,44, $166.20 ,0.03,Terrestre,1279.37,160.98,30,Pamela Stobb,2,Consumidor,25/03/2009,,,,
407,1841,13252,22/03/2009,No Especificado,39, $15.52 ,0.09,Aereo Regular,154.65,15.98,4,Pamela Stobb,2,Consumidor,24/03/2009,,,,
397,8034,57382,23/03/2009,Medio,25, $4.24 ,0.09,Aereo Regular,16.898,4.55,1.49,George Ashbrook,1,Consumidor,25/03/2009,,,,
433,8035,57382,23/03/2009,Medio,45, $10.07 ,0.07,Aereo Express,20.14,9.78,5.76,George Ashbrook,1,Consumidor,25/03/2009,,,,
538,7057,50338,23/03/2009,No Especificado,36, $15.32 ,0,Aereo Regular,28.7,13.99,7.51,Liz Price,4,Corporativo,25/03/2009,,,,
489,4788,34017,23/03/2009,Alto,20, $5.17 ,0.05,Aereo Express,29.17,4.84,0.71,Paul Prost,1,Corporativo,23/03/2009,,,,
942,4789,34017,23/03/2009,Alto,28, $15.55 ,0.01,Aereo Regular,-48.97,14.98,7.69,Paul Prost,1,Corporativo,25/03/2009,,,,
998,6160,43650,23/03/2009,No Especificado,3, $586.55 ,0.06,Aereo Regular,-2213.75,599.99,24.49,William Brown,6,Corporativo,24/03/2009,,,,
396,6161,43650,23/03/2009,No Especificado,7, $12.66 ,0.05,Aereo Regular,-26.29,11.97,5.81,William Brown,6,Corporativo,25/03/2009,,,,
1117,8200,58628,24/03/2009,Medio,23, $109.90 ,0.09,Terrestre,-335.317125,138.75,52.42,Dionis Lloyd,2,PYME,25/03/2009,,,,
728,5313,37794,24/03/2009,Bajo,6, $10.11 ,0.08,Aereo Regular,10.29,9.48,7.29,Michael Oakman,9,PYME,26/03/2009,,,,
221,5314,37794,24/03/2009,Bajo,32, $193.62 ,0.03,Aereo Regular,781.03,193.17,19.99,Michael Oakman,9,PYME,28/03/2009,,,,
1006,4562,32451,24/03/2009,No Especificado,42, $13.82 ,0.1,Aereo Regular,163.6335,14.28,2.99,Nat Carroll,1,Oficina en Hogar,25/03/2009,,,,
1044,8039,57415,24/03/2009,Medio,6, $16.92 ,0.02,Aereo Regular,-16.37,15.42,5.41,Tamara Chand,1,Consumidor,25/03/2009,,,,
6,5451,38721,24/03/2009,Critical,17, $6.33 ,0.1,Aereo Regular,-25,6.64,54.95,Troy Staebel,4,PYME,26/03/2009,,,,
891,5452,38721,24/03/2009,Critical,15, $92.45 ,0.05,Aereo Regular,363,90.48,19.99,Troy Staebel,4,PYME,25/03/2009,,,,
1103,1400,10148,25/03/2009,Bajo,27, $531.77 ,0.02,Terrestre,3309.55,500.98,41.44,Christopher Martinez,3,PYME,25/03/2009,,,,
477,54,323,25/03/2009,Critical,20, $5.40 ,0.07,Aereo Regular,25.76,5.68,1.39,Dario Medina,11,PYME,27/03/2009,,,,
1082,55,323,25/03/2009,Critical,2, $27.67 ,0.06,Aereo Regular,-31.24,22.84,11.54,Dario Medina,11,PYME,27/03/2009,,,,
997,275,1892,25/03/2009,Bajo,47, $4.12 ,0.05,Aereo Regular,-152.5245,3.98,5.26,Joe Kamberova,1,PYME,29/03/2009,,,,
1181,276,1892,25/03/2009,Bajo,9, $7.14 ,0.01,Aereo Regular,-18.85,6.48,5.4,Joe Kamberova,1,PYME,25/03/2009,,,,
451,5430,38565,25/03/2009,Critical,20, $11.70 ,0.01,Aereo Express,-11.69,10.64,5.16,Justin Knight,3,Corporativo,27/03/2009,,,,
223,7182,51266,25/03/2009,No Especificado,11, $146.39 ,0.04,Aereo Regular,221.38,150.98,13.99,Michael Grace,6,Corporativo,27/03/2009,,,,
41,7183,51266,25/03/2009,No Especificado,30, $20.58 ,0.01,Aereo Regular,98.1,18.97,9.03,Michael Grace,6,Corporativo,25/03/2009,,,,
933,7184,51266,25/03/2009,No Especificado,23, $12.12 ,0.03,Aereo Regular,35.16,12.28,4.86,Michael Grace,6,Corporativo,26/03/2009,,,,
1003,7185,51266,25/03/2009,No Especificado,46, $34.90 ,0.05,Aereo Express,230.03,34.99,7.73,Michael Grace,6,Corporativo,27/03/2009,,,,
462,7227,51554,26/03/2009,Medio,7, $77.86 ,0.05,Terrestre,-210.06,68.81,60,Liz Pelletier,6,Oficina en Hogar,28/03/2009,,,,
805,7228,51554,26/03/2009,Medio,29, $20.93 ,0.09,Aereo Regular,-271.77,20.89,11.52,Liz Pelletier,6,Oficina en Hogar,27/03/2009,,,,
466,540,3653,26/03/2009,Critical,41, $6.61 ,0.08,Aereo Regular,64.79,6.68,1.5,Lynn Smith,7,Corporativo,28/03/2009,,,,
467,4376,31174,26/03/2009,No Especificado,20, $226.03 ,0.07,Aereo Regular,1944.38,225.04,11.79,Muhammed Yedwab,7,Consumidor,26/03/2009,,,,
40,4377,31174,26/03/2009,No Especificado,29, $7.77 ,0.03,Aereo Regular,-7.59,7.84,4.71,Muhammed Yedwab,7,Consumidor,29/03/2009,,,,
463,6523,46407,26/03/2009,No Especificado,7, $5.48 ,0.1,Aereo Regular,-29.003,5.18,5.74,Rick Huthwaite,3,Corporativo,28/03/2009,,,,
169,5612,39750,27/03/2009,Alto,7, $20.08 ,0.01,Aereo Regular,-35.8788,17.98,8.51,Adam Shillingsburg,5,Corporativo,28/03/2009,,,,
166,7120,50816,27/03/2009,Alto,25, $11.44 ,0.07,Aereo Regular,-35.94,11.97,4.98,Anthony Johnson,3,PYME,29/03/2009,,,,
259,7121,50816,27/03/2009,Alto,26, $28.23 ,0.03,Aereo Regular,302.804,28.53,1.49,Anthony Johnson,3,PYME,29/03/2009,,,,
619,7122,50816,27/03/2009,Alto,6, $16.52 ,0.01,Aereo Regular,-12.46,15.28,1.99,Anthony Johnson,3,PYME,29/03/2009,,,,
486,4613,32869,27/03/2009,Medio,41, $7.85 ,0.06,Aereo Regular,-82.83,8.12,2.83,Christopher Schild,13,Corporativo,28/03/2009,,,,
455,4614,32869,27/03/2009,Medio,49, $50.43 ,0.05,Aereo Regular,25.04,51.65,18.45,Christopher Schild,13,Corporativo,28/03/2009,,,,
466,4615,32869,27/03/2009,Medio,2, $7.63 ,0.01,Aereo Regular,-7.51,6.68,1.5,Christopher Schild,13,Corporativo,28/03/2009,,,,
487,4616,32869,27/03/2009,Medio,39, $134.63 ,0.1,Aereo Regular,930.987,175.99,8.99,Christopher Schild,13,Corporativo,28/03/2009,,,,
407,3970,28354,27/03/2009,Bajo,34, $14.93 ,0.1,Aereo Regular,106.71,15.98,4,Dave Kipp,11,Corporativo,01/04/2009,,,,
727,4685,33319,27/03/2009,No Especificado,11, $157.84 ,0.01,Terrestre,-505.76,150.89,60.2,Don Weiss,1,Corporativo,30/03/2009,,,,
496,7544,53953,27/03/2009,No Especificado,36, $8.55 ,0.07,Aereo Regular,91.73,8.95,2.01,Heather Jas,4,Corporativo,28/03/2009,,,,
1168,3145,22562,27/03/2009,Medio,46, $202.27 ,0.08,Terrestre,1981.17,213.45,14.7,Jennifer Ferguson,2,Oficina en Hogar,29/03/2009,,,,
299,3146,22562,27/03/2009,Medio,31, $54.36 ,0.1,Aereo Regular,518.07,55.98,13.88,Jennifer Ferguson,2,Oficina en Hogar,29/03/2009,,,,
757,3147,22562,27/03/2009,Medio,3, $19.16 ,0,Aereo Regular,-28.09,16.06,8.34,Jennifer Ferguson,2,Oficina en Hogar,28/03/2009,,,,
833,3000,21633,27/03/2009,Medio,29, $18.89 ,0.08,Aereo Regular,69.63,18.7,8.99,Keith Dawkins,9,Oficina en Hogar,28/03/2009,,,,
223,6789,48357,28/03/2009,No Especificado,16, $147.84 ,0.04,Aereo Regular,619.71,150.98,13.99,Eileen Kiefer,1,Consumidor,28/03/2009,,,,
606,306,2144,28/03/2009,Medio,40, $148.63 ,0.08,Aereo Regular,1585.476,175.99,4.99,Jonathan Doherty,6,Corporativo,28/03/2009,,,,
171,8131,58116,28/03/2009,Critical,6, $28.63 ,0.01,Terrestre,-59.88,25.98,14.36,Nick Zandusky,6,PYME,29/03/2009,,,,
596,1294,9478,28/03/2009,Alto,48, $10.90 ,0.04,Aereo Regular,29.98,10.4,5.4,Philip Brown,1,Corporativo,29/03/2009,,,,
653,1295,9478,28/03/2009,Alto,48, $4.16 ,0.08,Aereo Regular,-121.2,4.28,4.79,Philip Brown,1,Corporativo,30/03/2009,,,,
263,642,4516,28/03/2009,Medio,42, $7.02 ,0.05,Aereo Regular,-113.45,6.68,6.93,Ryan Crowe,9,PYME,29/03/2009,,,,
607,7373,52576,28/03/2009,Bajo,10, $95.82 ,0.03,Terrestre,126.81,90.97,14,Tony Sayre,7,Oficina en Hogar,28/03/2009,,,,
633,6891,49125,29/03/2009,No Especificado,29, $6.12 ,0.05,Aereo Express,-116.05,5.78,7.64,Edward Becker,1,Corporativo,31/03/2009,,,,
396,8208,58688,29/03/2009,No Especificado,18, $12.00 ,0.08,Aereo Regular,-41.87,11.97,5.81,Grant Carroll,13,PYME,31/03/2009,,,,
294,2255,16229,29/03/2009,Alto,19, $29.93 ,0.05,Aereo Regular,143.793,35.99,3.3,Nora Paige,4,PYME,31/03/2009,,,,
860,2254,16229,29/03/2009,Alto,27, $39.58 ,0.04,Aereo Regular,-89.5,40.98,6.5,Nora Paige,11,PYME,30/03/2009,,,,
800,1515,10949,30/03/2009,Medio,46, $74.98 ,0.1,Terrestre,252.77,80.97,30.06,Ashley Jarboe,6,PYME,31/03/2009,,,,
994,3166,22755,30/03/2009,Medio,35, $5.37 ,0,Aereo Regular,-95.0475,4.91,5.68,Fred Harton,3,Oficina en Hogar,31/03/2009,,,,
284,3167,22755,30/03/2009,Medio,45, $5.35 ,0.04,Aereo Regular,3.451,5.34,2.99,Fred Harton,3,Oficina en Hogar,01/04/2009,,,,
160,3168,22755,30/03/2009,Medio,5, $47.38 ,0.06,Aereo Regular,-275.253,55.99,5,Fred Harton,3,Oficina en Hogar,01/04/2009,,,,
586,437,2915,30/03/2009,Bajo,41, $5.64 ,0.07,Aereo Regular,32.83,5.98,0.96,Tim Brockman,5,Consumidor,03/04/2009,,,,
707,438,2915,30/03/2009,Bajo,23, $42.92 ,0.01,Aereo Regular,51.59,39.98,4,Tim Brockman,5,Consumidor,04/04/2009,,,,
120,5324,37859,30/03/2009,Critical,2, $14.52 ,0.01,Aereo Regular,-11.83,11.34,5.01,Tom Stivers,2,PYME,01/04/2009,,,,
141,6324,44772,31/03/2009,No Especificado,1, $54.08 ,0.07,Aereo Express,-232.991,55.99,5,Dorothy Wardle,8,Corporativo,02/04/2009,,,,
595,6748,48035,31/03/2009,Critical,8, $19.49 ,0.09,Aereo Express,-63.118,20.99,4.81,Liz Pelletier,6,Oficina en Hogar,01/04/2009,,,,
1074,4086,29127,31/03/2009,Critical,18, $1.73 ,0.06,Aereo Regular,-0.81,1.68,1,Thea Hudgings,9,Consumidor,02/04/2009,,,,
838,1139,8295,01/04/2009,Alto,30, $27.84 ,0.09,Aereo Regular,158.175,35.99,1.1,Karen Seio,7,Consumidor,03/04/2009,,,,
745,1140,8295,01/04/2009,Alto,7, $110.26 ,0.01,Aereo Regular,-295.427,125.99,2.5,Karen Seio,7,Consumidor,02/04/2009,,,,
276,5949,42242,01/04/2009,No Especificado,23, $11.54 ,0.09,Aereo Express,-33.189,11.5,7.19,Thomas Boland,1,Corporativo,02/04/2009,,,,
834,5950,42242,01/04/2009,No Especificado,15, $96.33 ,0.1,Aereo Regular,236.61,100.97,7.18,Thomas Boland,1,Corporativo,02/04/2009,,,,
286,5951,42242,01/04/2009,No Especificado,23, $99.44 ,0.07,Aereo Regular,231.49,99.99,19.99,Thomas Boland,1,Corporativo,02/04/2009,,,,
766,1517,10978,01/04/2009,Critical,9, $62.95 ,0.06,Terrestre,-209.6,60.98,30,Toby Swindell,6,PYME,02/04/2009,,,,
886,2447,17795,01/04/2009,Medio,1, $17.62 ,0.06,Aereo Regular,-15.92,11.33,6.12,Troy Staebel,10,PYME,03/04/2009,,,,
1049,3203,22978,02/04/2009,Medio,28, $64.36 ,0.03,Terrestre,-182.07,60.89,32.41,Anthony Garverick,6,PYME,03/04/2009,,,,
146,7464,53281,02/04/2009,Critical,40, $351.90 ,0.08,Terrestre,1894.14,355.98,58.92,Philip Brown,1,Corporativo,04/04/2009,,,,
1180,400,2754,02/04/2009,Alto,16, $89.23 ,0.04,Aereo Regular,422.8,90.24,0.99,Philip Brown,1,Oficina en Hogar,04/04/2009,,,,
662,401,2754,02/04/2009,Alto,11, $45.39 ,0.09,Aereo Express,144.05,47.9,5.86,Philip Brown,1,Oficina en Hogar,04/04/2009,,,,
535,6817,48518,02/04/2009,Medio,17, $34.44 ,0.1,Aereo Express,178.14,37.94,5.08,Scot Coram,1,Corporativo,04/04/2009,,,,
855,6241,44225,03/04/2009,Alto,29, $67.53 ,0,Aereo Regular,632.29,62.18,10.84,Nora Price,2,PYME,05/04/2009,,,,
386,1950,13959,04/04/2009,Medio,47, $4.86 ,0.01,Aereo Regular,112.06,4.91,0.5,Alex Russell,5,Oficina en Hogar,06/04/2009,,,,
920,1951,13959,04/04/2009,Medio,19, $4.08 ,0.09,Aereo Express,16.79,4,1.3,Alex Russell,5,Oficina en Hogar,06/04/2009,,,,
1125,6028,42693,04/04/2009,Alto,33, $64.19 ,0.01,Aereo Regular,554.22,59.76,9.71,Dave Brooks,1,Corporativo,06/04/2009,,,,
499,3573,25475,04/04/2009,Critical,49, $6.24 ,0.06,Aereo Regular,-191.49,6.48,7.49,Lena Cacioppo,3,Oficina en Hogar,04/04/2009,,,,
315,6525,46436,04/04/2009,Bajo,46, $32.12 ,0,Aereo Regular,840.051,35.99,0.99,Odella Nelson,1,PYME,11/04/2009,,,,
1164,3114,22371,04/04/2009,Alto,8, $8.82 ,0,Aereo Regular,-66.171,7.38,11.51,Phillip Flathmann,2,PYME,05/04/2009,,,,
292,5117,36452,05/04/2009,Alto,26, $21.73 ,0.1,Aereo Regular,-107.5135,22.38,15.1,Eudokia Martin,1,Oficina en Hogar,06/04/2009,,,,
721,5118,36452,05/04/2009,Alto,18, $7.19 ,0.04,Aereo Regular,46.01,6.98,2.83,Eudokia Martin,1,Oficina en Hogar,07/04/2009,,,,
580,7006,50016,05/04/2009,Alto,15, $72.91 ,0.05,Aereo Regular,119.169,85.99,0.99,Harold Dahlen,6,Consumidor,07/04/2009,,,,
177,1923,13765,05/04/2009,No Especificado,45, $34.52 ,0.1,Aereo Regular,180.88,36.55,13.89,Scot Wooten,9,Corporativo,07/04/2009,,,,
423,6014,42599,06/04/2009,Medio,31, $305.16 ,0.04,Terrestre,2023.75,300.98,54.92,Alex Grayson,2,Consumidor,07/04/2009,,,,
41,4968,35361,06/04/2009,Medio,40, $18.67 ,0.09,Aereo Express,67.03,18.97,9.03,Corey Lock,3,Oficina en Hogar,07/04/2009,,,,
516,4969,35361,06/04/2009,Medio,37, $8.47 ,0,Aereo Regular,-5.05,8.34,4.82,Corey Lock,3,Oficina en Hogar,07/04/2009,,,,
1107,1973,14114,06/04/2009,Critical,29, $2.25 ,0.03,Aereo Regular,-7.04,2.18,1.38,Dave Poirier,4,PYME,06/04/2009,,,,
755,1974,14114,06/04/2009,Critical,38, $171.91 ,0.01,Terrestre,538.52,170.98,35.89,Dave Poirier,2,PYME,08/04/2009,,,,
1144,1975,14114,06/04/2009,Critical,41, $5.90 ,0.05,Aereo Regular,-136.7,5.77,5.92,Dave Poirier,2,PYME,06/04/2009,,,,
421,1501,10851,06/04/2009,Alto,50, $12.16 ,0.09,Aereo Regular,-175.13,12.88,4.59,Jenna Caffey,13,Consumidor,06/04/2009,,,,
979,1502,10851,06/04/2009,Alto,14, $40.75 ,0.02,Aereo Express,3.96,45.99,4.99,Jenna Caffey,1,Consumidor,07/04/2009,,,,
822,820,5921,06/04/2009,Bajo,27, $14.25 ,0.01,Aereo Express,2.69,13.43,5.5,Maurice Satty,9,Corporativo,13/04/2009,,,,
925,5721,40544,06/04/2009,Bajo,39, $61.89 ,0.06,Aereo Regular,544.04,60.65,12.23,Michelle Ellison,1,Consumidor,08/04/2009,,,,
489,3768,26918,06/04/2009,Bajo,16, $4.87 ,0.05,Aereo Regular,16.65,4.84,0.71,Russell Applegate,1,Oficina en Hogar,15/04/2009,,,,
1199,2039,14530,06/04/2009,Alto,17, $91.57 ,0.06,Aereo Regular,-485.55,89.83,35,Tracy Blumstein,6,Oficina en Hogar,08/04/2009,,,,
822,2040,14530,06/04/2009,Alto,49, $13.17 ,0.1,Aereo Regular,-26.32,13.43,5.5,Tracy Blumstein,6,Oficina en Hogar,08/04/2009,,,,
45,2041,14530,06/04/2009,Alto,44, $110.26 ,0.01,Aereo Regular,1371.672,125.99,7.69,Tracy Blumstein,6,Oficina en Hogar,06/04/2009,,,,
692,770,5509,07/04/2009,Bajo,11, $6.22 ,0.02,Aereo Regular,-22.48,5.58,5.3,Ashley Jarboe,11,Oficina en Hogar,12/04/2009,,,,
532,771,5509,07/04/2009,Bajo,21, $42.15 ,0.03,Aereo Regular,78.98,40.89,18.98,Ashley Jarboe,11,Oficina en Hogar,14/04/2009,,,,
598,555,3777,07/04/2009,Medio,14, $17.49 ,0.06,Aereo Express,38.06,17.67,8.99,Christine Kargatis,1,PYME,08/04/2009,,,,
416,1225,8994,07/04/2009,Bajo,36, $39.54 ,0.1,Aereo Regular,-580.32,40.48,19.99,Christopher Schild,13,Corporativo,09/04/2009,,,,
19,1417,10277,07/04/2009,Medio,36, $59.58 ,0,Aereo Regular,542.25,65.99,5.26,Grant Thornton,11,Corporativo,08/04/2009,,,,
400,4839,34432,07/04/2009,No Especificado,20, $12.22 ,0.08,Aereo Regular,114.1,12.53,0.5,Nora Pelletier,9,Oficina en Hogar,08/04/2009,,,,
912,4840,34432,07/04/2009,No Especificado,3, $193.81 ,0.02,Aereo Regular,-129.97,178.47,19.99,Nora Pelletier,9,Oficina en Hogar,08/04/2009,,,,
1157,181,1189,08/04/2009,Critical,27, $4.78 ,0,Aereo Regular,-59.82,4.42,4.99,Aaron Smayling,2,PYME,09/04/2009,,,,
1086,394,2722,08/04/2009,Bajo,46, $41.21 ,0.06,Aereo Regular,807.62,40.97,1.99,Jay Fine,4,Consumidor,12/04/2009,,,,
673,1780,12768,08/04/2009,Critical,34, $45.97 ,0.01,Aereo Express,501.59,42.98,4.62,Kelly Lampkin,1,Corporativo,10/04/2009,,,,
339,5185,36838,08/04/2009,Bajo,3, $10.92 ,0.06,Aereo Express,11.29,6.3,0.5,Marc Crier,9,Corporativo,17/04/2009,,,,
397,4374,31171,08/04/2009,No Especificado,37, $4.35 ,0.08,Aereo Regular,32.1895,4.55,1.49,Parhena Norris,3,Oficina en Hogar,09/04/2009,,,,
121,1816,13028,08/04/2009,Critical,39, $34.81 ,0.05,Aereo Regular,562.92,35.44,5.09,Stuart Van,2,Consumidor,09/04/2009,,,,
936,8241,58914,09/04/2009,Bajo,46, $2.17 ,0.07,Aereo Regular,-55.84,2.12,1.99,Alex Russell,5,Oficina en Hogar,11/04/2009,,,,
92,8242,58914,09/04/2009,Bajo,11, $1.70 ,0.07,Aereo Regular,-3.36,1.76,0.7,Alex Russell,5,Oficina en Hogar,16/04/2009,,,,
44,1182,8646,09/04/2009,Alto,8, $10.73 ,0.03,Aereo Regular,-327.65,4.48,49,Emily Ducich,9,Consumidor,11/04/2009,,,,
1126,1183,8646,09/04/2009,Alto,41, $350.68 ,0.06,Terrestre,4161.98,350.99,39,Emily Ducich,9,Consumidor,11/04/2009,,,,
860,1184,8646,09/04/2009,Alto,26, $38.24 ,0.09,Aereo Express,-127.11,40.98,6.5,Emily Ducich,9,Consumidor,11/04/2009,,,,
197,1185,8646,09/04/2009,Alto,29, $329.61 ,0.09,Terrestre,2154.07,349.45,60,Emily Ducich,9,Consumidor,10/04/2009,,,,
756,6358,45120,09/04/2009,Critical,39, $374.14 ,0.07,Terrestre,5475.8,400.97,48.26,Emily Phan,3,Consumidor,10/04/2009,,,,
664,1550,11174,09/04/2009,Medio,30, $106.57 ,0.07,Aereo Regular,603.459,125.99,7.69,Evan Henry,11,Corporativo,10/04/2009,,,,
534,5693,40258,09/04/2009,No Especificado,31, $14.50 ,0.05,Aereo Regular,-190.49,14.81,13.32,Michelle Ellison,1,PYME,11/04/2009,,,,
368,5694,40258,09/04/2009,No Especificado,29, $2.78 ,0.08,Aereo Regular,-8.77,2.78,1.25,Michelle Ellison,1,PYME,10/04/2009,,,,
891,3855,27491,09/04/2009,No Especificado,11, $89.55 ,0.04,Aereo Regular,186.05,90.48,19.99,Roy Collins,6,Corporativo,11/04/2009,,,,
324,3856,27491,09/04/2009,No Especificado,36, $9.74 ,0.02,Aereo Regular,-15.3,9.77,6.02,Roy Collins,6,Corporativo,10/04/2009,,,,
1003,3857,27491,09/04/2009,No Especificado,2, $37.62 ,0.09,Aereo Regular,-51.5,34.99,7.73,Roy Collins,6,Corporativo,11/04/2009,,,,
668,5622,39815,09/04/2009,Bajo,43, $94.78 ,0.05,Aereo Regular,841.725,115.99,8.99,Roy French,1,Consumidor,13/04/2009,,,,
1256,2851,20519,10/04/2009,Alto,7, $17.74 ,0.03,Aereo Regular,-53.2962,15.99,11.28,Brad Thomas,11,Oficina en Hogar,11/04/2009,,,,
871,4116,29284,10/04/2009,Medio,20, $322.45 ,0.01,Terrestre,1116.02,400.98,42.52,David Kendrick,11,Oficina en Hogar,12/04/2009,,,,
898,3847,27456,10/04/2009,No Especificado,29, $327.34 ,0.05,Terrestre,772.04,328.14,91.05,Duane Benoit,1,Oficina en Hogar,11/04/2009,,,,
1121,7156,51047,10/04/2009,Medio,28, $2.35 ,0.02,Aereo Express,-83.54,1.76,4.86,Ellis Ballard,2,Corporativo,11/04/2009,,,,
148,7157,51047,10/04/2009,Medio,38, $44.34 ,0.03,Aereo Regular,-681.97,41.47,34.2,Ellis Ballard,2,Corporativo,11/04/2009,,,,
916,2764,19975,10/04/2009,No Especificado,33, $10.97 ,0.08,Aereo Regular,-83.96,11.7,6.96,Emily Phan,7,Consumidor,13/04/2009,,,,
84,6106,43269,10/04/2009,Critical,16, $52.70 ,0,Aereo Regular,355,48.91,5.81,James Lanier,1,Corporativo,12/04/2009,,,,
411,6107,43269,10/04/2009,Critical,24, $165.75 ,0.08,Aereo Regular,1336.9565,165.98,19.99,James Lanier,1,Corporativo,12/04/2009,,,,
175,4105,29219,10/04/2009,No Especificado,29, $7.01 ,0.04,Aereo Regular,24.59,7.08,2.35,Nat Carroll,1,Oficina en Hogar,11/04/2009,,,,
432,2890,20838,10/04/2009,No Especificado,5, $4.03 ,0.05,Aereo Regular,-15.42,3.28,3.97,Shahid Shariari,3,Consumidor,11/04/2009,,,,
343,2891,20838,10/04/2009,No Especificado,21, $11.24 ,0.03,Aereo Regular,11.82,10.98,3.37,Shahid Shariari,3,Consumidor,11/04/2009,,,,
501,5152,36706,11/04/2009,No Especificado,47, $18.88 ,0.1,Aereo Regular,365.789,20.98,1.49,Brad Eason,1,PYME,13/04/2009,,,,
901,5153,36706,11/04/2009,No Especificado,7, $50.85 ,0.03,Aereo Regular,-4.46,48.04,19.99,Brad Eason,1,PYME,13/04/2009,,,,
143,8151,58279,11/04/2009,Medio,44, $29.94 ,0.03,Aereo Regular,555.934,30.56,2.99,Emily Phan,3,Consumidor,11/04/2009,,,,
138,7932,56677,11/04/2009,Alto,35, $12.30 ,0,Aereo Regular,120.01,12.22,2.85,Roy Skaria,1,Corporativo,12/04/2009,,,,
1225,7676,55040,12/04/2009,Alto,8, $36.55 ,0.05,Aereo Regular,6.11,35.51,6.31,Dave Kipp,3,Consumidor,14/04/2009,,,,
1022,7677,55040,12/04/2009,Alto,24, $7.99 ,0.1,Aereo Regular,-6.34,8.34,2.64,Dave Kipp,3,Consumidor,12/04/2009,,,,
404,7678,55040,12/04/2009,Alto,34, $8.53 ,0.03,Aereo Regular,-160.2755,8.04,8.94,Dave Kipp,3,Consumidor,14/04/2009,,,,
